record_num,date,month,day,year,barangay,location,latitude,longitude,flood_depth,weather_disturbance,remarks,time_reported,time_subsided
55,2025-06-07,6.0,7.0,2025,,) Level 19 Monsoon 1,14.461084936317045,,gutter,Monsoon,,,
56,2025-06-07,6.0,7.0,2025,,Valley Drive Level 8 Monsoon 1,14.491771105458936,,gutter,Monsoon,,,
57,2025-06-08,6.0,8.0,2025,,Coastal Level 8 Monsoon 1,14.503858197230144,,gutter,Monsoon,,,
58,2025-06-08,6.0,8.0,2025,,EM Factor Level 8 Monsoon 1,14.507349663762998,,gutter,Monsoon,,,
59,2025-06-08,6.0,8.0,2025,,) Level 8 Monsoon 1,14.48112178,,gutter,Monsoon,,,
61,2025-06-08,6.0,8.0,2025,,Ruppe Lane Level 8 Monsoon 1,14.47623160467984,,waist,Monsoon,,,
62,2025-06-08,6.0,8.0,2025,,Urma Drive Level 37 Monsoon 1,14.468809635724792,,gutter,Monsoon,,,
63,2025-06-08,6.0,8.0,2025,,Cmpd. Rd. Level 8 Monsoon 1,14.509929413058678,,knee,Monsoon,,,
64,2025-06-08,6.0,8.0,2025,,Bosco Dulo Level 19 Monsoon 1,14.479417472626984,,gutter,Monsoon,,,
65,2025-06-08,6.0,8.0,2025,,BrickTown Level 8 Monsoon 1,14.509593977286654,,gutter,Monsoon,,,
66,2025-06-08,6.0,8.0,2025,,JetLane Level 8 Monsoon 1,14.50872397049072,,gutter,Monsoon,,,
238,2025-07-08,7.0,8.0,2025,,238 ) 24 July2025 1,14.49084754900224,,knee,,,,
251,2025-07-08,7.0,8.0,2025,,251 ) 24 July2025 1,14.49084754900224,,knee,,,,
68,2025-07-19,7.0,19.0,2025,,68 8 2025 1,14.53155728358419,,gutter,,,,
252,2025-07-19,7.0,19.0,2025,,252 ) 24 July2025 1,14.461084936317045,,knee,,,,
253,2025-07-19,7.0,19.0,2025,,253 ) 24 July2025 1,14.48461243571823,,knee,,,,
254,2025-07-19,7.0,19.0,2025,,254 ) 24 July2025 1,14.4847012675427,,knee,,,,
258,2025-07-19,7.0,19.0,2025,,258 ) 24 July2025 1,14.479556620675234,,knee,,,,
259,2025-07-19,7.0,19.0,2025,,259 Storm Crising 24 July2025 1,14.478585115329809,,knee,,,,
260,2025-07-19,7.0,19.0,2025,,260 ) 24 July2025 1,14.478580473257097,,knee,,,,
262,2025-07-19,7.0,19.0,2025,,262 Storm Crising 24 July2025 1,14.474896061573808,,knee,,,,
69,2025-07-20,7.0,20.0,2025,,69 8 2025 1,14.530309941215238,,knee,,,,
71,2025-07-20,7.0,20.0,2025,,71 2025 1,14.479632721715358,,gutter,,,,
72,2025-07-20,7.0,20.0,2025,,72 Village 8 2025 1,14.50699052941328,,gutter,,,,
73,2025-07-20,7.0,20.0,2025,,73 8 2025 1,14.49937472920392,,gutter,,,,
74,2025-07-20,7.0,20.0,2025,,74 Northbound) 8 2025 1,14.479556620675234,,gutter,,,,
75,2025-07-20,7.0,20.0,2025,,75 Ibabaw 8 2025 1,14.48976955771457,,gutter,,,,
76,2025-07-21,7.0,21.0,2025,,76 8 Storm Crising 2025 1,14.503858197230144,,knee,,,,
77,2025-07-21,7.0,21.0,2025,,77 Storm Crising 2025 1,14.496956942857365,,knee,,,,
78,2025-07-21,7.0,21.0,2025,,78 Storm Crising 2025 1,14.492459590948576,,gutter,,,,
79,2025-07-21,7.0,21.0,2025,,79 8 Storm Crising 2025 1,14.492863350749726,,gutter,,,,
81,2025-07-21,7.0,21.0,2025,,81 8 Storm Crising 2025 1,14.490862756486042,,gutter,,,,
82,2025-07-21,7.0,21.0,2025,,82 Storm Crising July 2025 1,14.490862756486042,,gutter,,,,
83,2025-07-21,7.0,21.0,2025,,83 8 Storm Crising 2025 1,14.48460607,,waist,,,,
84,2025-07-21,7.0,21.0,2025,,84 Storm Crising 2025 1,14.48453176,,knee,,,,
85,2025-07-21,7.0,21.0,2025,,85 Storm Crising 2025 1,14.48112178,,knee,,,,
86,2025-07-21,7.0,21.0,2025,,86 Storm Crising 2025 1,14.481873427205675,,waist,,,,
87,2025-07-21,7.0,21.0,2025,,87 2025 1,14.481821724574123,,,,,,
88,2025-07-21,7.0,21.0,2025,,88 Storm Crising 2025 1,14.47950542015661,,knee,,,,
89,2025-07-21,7.0,21.0,2025,,89 Southbound) Storm Crising July 2025 1,14.479434295261685,,gutter,,,,
90,2025-07-21,7.0,21.0,2025,,90 8 Storm Crising 2025 1,14.478566255640915,,gutter,,,,
91,2025-07-21,7.0,21.0,2025,,91 8 Storm Crising 2025 1,14.478867685847364,,gutter,,,,
94,2025-07-21,7.0,21.0,2025,,94 8 2025 1,14.47390597585322,,gutter,,,,
95,2025-07-21,7.0,21.0,2025,,95 8 Storm Crising 2025 1,14.46949393699516,,gutter,,,,
96,2025-07-21,7.0,21.0,2025,,96 8 Storm Crising 2025 1,14.490862756486042,,gutter,,,,
97,2025-07-21,7.0,21.0,2025,,97 8 Storm Crising 2025 1,14.48460607,,gutter,,,,
98,2025-07-21,7.0,21.0,2025,,98 8 Storm Crising 2025 1,14.48453176,,gutter,,,,
99,2025-07-21,7.0,21.0,2025,,99 8 Storm Crising 2025 1,14.48112178,,gutter,,,,
100,2025-07-21,7.0,21.0,2025,,100 8 Storm Crising 2025 1,14.481873427205675,,gutter,,,,
101,2025-07-21,7.0,21.0,2025,,101 8 2025 1,14.481821724574123,,gutter,,,,
102,2025-07-21,7.0,21.0,2025,,102 8 Storm Crising 2025 1,14.47950542015661,,gutter,,,,
103,2025-07-21,7.0,21.0,2025,,103 8 Storm Crising 2025 1,14.479434295261685,,waist,,,,
104,2025-07-21,7.0,21.0,2025,,104 Storm Crising 2025 1,14.490862756486042,,gutter,,,,
105,2025-07-21,7.0,21.0,2025,,105 8 Storm Crising 2025 1,14.481873427205675,,knee,,,,
106,2025-07-21,7.0,21.0,2025,,106 Storm Crising 2025 1,14.490862756486042,,waist,,,,
107,2025-07-21,7.0,21.0,2025,,107 Storm Crising 2025 1,14.509517362796574,,knee,,,,
108,2025-07-21,7.0,21.0,2025,,108 ) 2025 1,14.490862756486042,,knee,,,,
109,2025-07-21,7.0,21.0,2025,,109 Storm Crising 2025 1,14.50510020307417,,knee,,,,
110,2025-07-21,7.0,21.0,2025,,110 Storm Crising 2025 1,14.480506745373884,,knee,,,,
111,2025-07-21,7.0,21.0,2025,,111 Storm Crising 2025 1,14.498570162620052,,gutter,,,,
112,2025-07-21,7.0,21.0,2025,,112 8 Storm Crising 2025 1,14.474896061573808,,gutter,,,,
113,2025-07-21,7.0,21.0,2025,,113 8 Storm Crising 2025 1,14.469303341695102,,gutter,,,,
114,2025-07-21,7.0,21.0,2025,,114 8 Storm Crising 2025 1,14.463491977469095,,gutter,,,,
115,2025-07-21,7.0,21.0,2025,,115 St. 8 2025 1,14.468844930072237,,gutter,,,,
116,2025-07-21,7.0,21.0,2025,,116 8 Storm Crising 2025 1,14.465879333689644,,gutter,,,,
117,2025-07-21,7.0,21.0,2025,,117 8 Storm Crising 2025 1,14.47073647892578,,gutter,,,,
118,2025-07-21,7.0,21.0,2025,,118 8 Storm Crising 2025 1,14.468788294011436,,knee,,,,
119,2025-07-21,7.0,21.0,2025,,119 Storm Crising 2025 1,14.465342449439587,,gutter,,,,
120,2025-07-21,7.0,21.0,2025,,120 Storm Crising 2025 1,14.46561916429221,,gutter,,,,
121,2025-07-21,7.0,21.0,2025,,121 Storm Crising 2025 1,14.479375039914071,,knee,,,,
122,2025-07-21,7.0,21.0,2025,,122 2025 1,14.470528256904448,,knee,,,,
123,2025-07-21,7.0,21.0,2025,,123 Storm Crising 2025 1,14.47100300759739,,chest,,,,
124,2025-07-21,7.0,21.0,2025,,124 Storm Crising 2025 1,14.468452749635238,,knee,,,,
125,2025-07-21,7.0,21.0,2025,,125 Storm Crising 2025 1,14.47175324819849,,waist,,,,
126,2025-07-21,7.0,21.0,2025,,126 Storm Crising 2025 1,14.458686997163165,,gutter,,,,
127,2025-07-21,7.0,21.0,2025,,127 8 Storm Crising 2025 1,14.483387457452364,,gutter,,,,
128,2025-07-21,7.0,21.0,2025,,128 8 Storm Crising 2025 1,14.484501415087102,,gutter,,,,
129,2025-07-21,7.0,21.0,2025,,129 8 2025 1,14.482060698919655,,knee,,,,
130,2025-07-21,7.0,21.0,2025,,130 Storm Crising 2025 1,14.485892348695115,,gutter,,,,
131,2025-07-21,7.0,21.0,2025,,131 Sun 8 Storm Crising 2025 1,14.491806829020357,,gutter,,,,
133,2025-07-21,7.0,21.0,2025,,133 Storm Crising 2025 1,14.469681796280916,,gutter,,,,
195,2025-07-21,7.0,21.0,2025,,195 Storm Crising 22 July 205 1,14.499824621226558,,knee,,,,
206,2025-07-21,7.0,21.0,2025,,206 Storm Crising 2025 1,14.49255795940442,,gutter,,,,
207,2025-07-21,7.0,21.0,2025,,207 8 Storm Crising 2025 1,14.492863350749726,,gutter,,,,
208,2025-07-21,7.0,21.0,2025,,208 8 Storm Crising 2025 1,14.492968327031203,,gutter,,,,
209,2025-07-21,7.0,21.0,2025,,209 8 Storm Crising 2025 1,14.470584619785296,,waist,,,,
218,2025-07-21,7.0,21.0,2025,,218 Storm Crising 2025 1,14.458686997163165,,knee,,,,
223,2025-07-21,7.0,21.0,2025,,223 8 Storm Crising 2025 1,14.477119439609911,,knee,,,,
233,2025-07-21,7.0,21.0,2025,,233 8 2025 1,14.494654038006438,,gutter,,,,
234,2025-07-21,7.0,21.0,2025,,234 8 Storm Crising 2025 1,14.491816647510325,,knee,,,,
92,2025-07-22,7.0,22.0,2025,,92 8 Storm Crising 2025 1,14.47587354387,,gutter,,,,
93,2025-07-22,7.0,22.0,2025,,93 8 Storm Crising 2025 1,14.475105525510514,,gutter,,,,
134,2025-07-22,7.0,22.0,2025,,134 8 Storm Crising 2025 1,14.478867685847364,,gutter,,,,
135,2025-07-22,7.0,22.0,2025,,135 8 Storm Crising 2025 1,14.531591666691334,,gutter,,,,
136,2025-07-22,7.0,22.0,2025,,136 8 2025 1,14.533253455811542,,gutter,,,,
137,2025-07-22,7.0,22.0,2025,,137 8 Storm Crising 2025 1,14.529193908350516,,gutter,,,,
147,2025-07-22,7.0,22.0,2025,,147 Storm Crising 2025 1,14.478697511420748,,gutter,,,,
148,2025-07-22,7.0,22.0,2025,,148 8 Storm Crising 2025 1,14.4975007595259,,waist,,,,
154,2025-07-22,7.0,22.0,2025,,154 8 Storm Crising 2025 1,14.496970323222882,,gutter,,,,
155,2025-07-22,7.0,22.0,2025,,155 8 Storm Crising 2025 1,14.489203147867874,,knee,,,,
157,2025-07-22,7.0,22.0,2025,,157 8 Storm Crising 2025 1,14.481873427205675,,waist,,,,
161,2025-07-22,7.0,22.0,2025,,161 8 Storm Crising 1,14.490384328534752,,waist,,,,
163,2025-07-22,7.0,22.0,2025,,163 8 2025 1,14.475814931247912,,gutter,,,,
172,2025-07-22,7.0,22.0,2025,,172 Storm Crising 1,14.503783634745869,,gutter,,,,
173,2025-07-22,7.0,22.0,2025,,173 8 Storm Crising 1,14.498226975544291,,knee,,,,
175,2025-07-22,7.0,22.0,2025,,175 8 Storm Crising 2025 1,14.468809635724792,,waist,,,,
176,2025-07-22,7.0,22.0,2025,,176 Storm Crising 1,14.510565325710733,,knee,,,,
177,2025-07-22,7.0,22.0,2025,,177 2025 1,14.509487636752914,,knee,,,,
179,2025-07-22,7.0,22.0,2025,,179 8 Storm Crising 1,14.492684755208328,,waist,,,,
180,2025-07-22,7.0,22.0,2025,,180 Storm Crising 2025 1,14.510000947692111,,knee,,,,
181,2025-07-22,7.0,22.0,2025,,181 Storm Crising 2025 1,14.50957751280398,,gutter,,,,
182,2025-07-22,7.0,22.0,2025,,182 8 Storm Crising 1,14.503858197230144,,gutter,,,,
184,2025-07-22,7.0,22.0,2025,,184 8 2025 1,14.507798174057042,,knee,,,,
185,2025-07-22,7.0,22.0,2025,,185 Storm Crising 2025 1,14.472680090982829,,knee,,,,
186,2025-07-22,7.0,22.0,2025,,186 Storm Crising 2025,14.471927312245462,,waist,,,,
188,2025-07-22,7.0,22.0,2025,,188 8 Storm Crising 2025 1,14.46171178345642,,chest,,,,
189,2025-07-22,7.0,22.0,2025,,189 Storm Crising 2025 1,14.467456140928476,,chest,,,,
191,2025-07-22,7.0,22.0,2025,,191 8 2025 1,14.469305853139588,,gutter,,,,
192,2025-07-22,7.0,22.0,2025,,192 8 Storm Crising 2025,14.470530267166644,,knee,,,,
193,2025-07-22,7.0,22.0,2025,,193 Storm Crising 2025,14.469790137340867,,chest,,,,
194,2025-07-22,7.0,22.0,2025,,194 Storm Crising 2025,14.469658100084956,,chest,,,,
198,2025-07-22,7.0,22.0,2025,,198 2025 1,14.493059846559792,,knee,,,,
200,2025-07-22,7.0,22.0,2025,,200 Storm Crising 2025 1,14.478487995821988,,waist,,,,
201,2025-07-22,7.0,22.0,2025,,201 Storm Crising 2025 1,14.480946496622405,,chest,,,,
202,2025-07-22,7.0,22.0,2025,,202 Storm Crising 2025 1,14.492540675689105,,waist,,,,
204,2025-07-22,7.0,22.0,2025,,204 Storm Crising 2025 1,14.492684755208328,,knee,,,,
210,2025-07-22,7.0,22.0,2025,,210 Storm Crising 2025 1,14.47212124858506,,waist,,,,
211,2025-07-22,7.0,22.0,2025,,211 Storm Crising 2025 1,14.466432039645529,,chest,,,,
212,2025-07-22,7.0,22.0,2025,,212 2025 1,14.464071283310473,,waist,,,,
213,2025-07-22,7.0,22.0,2025,,213 Storm Crising 2025 1,14.460911472582865,,knee,,,,
215,2025-07-22,7.0,22.0,2025,,215 Storm Crising 2025 1,14.463491977469095,,gutter,,,,
217,2025-07-22,7.0,22.0,2025,,217 Storm Crising 2025 1,14.47100300759739,,waist,,,,
219,2025-07-22,7.0,22.0,2025,,219 Estate 2025 1,14.47556475479114,,knee,,,,
220,2025-07-22,7.0,22.0,2025,,220 Storm Crising 2025 1,14.485677243909624,,gutter,,,,
222,2025-07-22,7.0,22.0,2025,,222 Storm Crising 2025 1,14.48330866323926,,gutter,,,,
224,2025-07-22,7.0,22.0,2025,,224 Storm Crising 2025 1,14.484307622035775,,gutter,,,,
225,2025-07-22,7.0,22.0,2025,,225 8 Storm Crising 2025 1,14.48065265020776,,gutter,,,,
226,2025-07-22,7.0,22.0,2025,,226 8 2025 1,14.48844304921861,,knee,,,,
227,2025-07-22,7.0,22.0,2025,,227 Storm Crising 2025 1,14.484724209339609,,gutter,,,,
228,2025-07-22,7.0,22.0,2025,,228 8 Storm Crising 2025 1,14.481986847935875,,gutter,,,,
229,2025-07-22,7.0,22.0,2025,,229 8 Storm Crising 2025 1,14.482153822801768,,knee,,,,
230,2025-07-22,7.0,22.0,2025,,230 Storm Crising 2025 1,14.48221227358643,,knee,,,,
231,2025-07-22,7.0,22.0,2025,,231 Storm Crising 2025 1,14.496618986977564,,waist,,,,
70,2025-07-23,7.0,23.0,2025,,70 2025 1,14.478639088842868,,knee,,,,
138,2025-07-23,7.0,23.0,2025,,138 8 Storm Crising 2025 1,14.51692433538826,,gutter,,,,
139,2025-07-23,7.0,23.0,2025,,139 8 Storm Crising 2025 1,14.516208531864738,,gutter,,,,
140,2025-07-23,7.0,23.0,2025,,140 8 Storm Crising 2025 1,14.512846706546652,,knee,,,,
141,2025-07-23,7.0,23.0,2025,,141 Storm Crising 2025 1,14.518710686530769,,gutter,,,,
142,2025-07-23,7.0,23.0,2025,,142 8 Storm Crising 2025 1,14.514389381447666,,gutter,,,,
143,2025-07-23,7.0,23.0,2025,,143 8 2025 1,14.509454385373092,,waist,,,,
144,2025-07-23,7.0,23.0,2025,,144 Storm Crising 2025 1,14.48303817419274,,knee,,,,
151,2025-07-23,7.0,23.0,2025,,151 Storm Crising 2025 1,14.47273795589385,,waist,,,,
159,2025-07-23,7.0,23.0,2025,,159 Storm Crising 2025 1,14.481715171874948,,waist,,,,
165,2025-07-23,7.0,23.0,2025,,165 Storm Crising 1,14.496486195722426,,knee,,,,
167,2025-07-23,7.0,23.0,2025,,167 8 Storm Crising 1,14.502737621912187,,gutter,,,,
168,2025-07-23,7.0,23.0,2025,,168 8 Storm Crising 2025 1,14.507095803376526,,chest,,,,
169,2025-07-23,7.0,23.0,2025,,169 Storm Crising 1,14.498330195484892,,waist,,,,
170,2025-07-23,7.0,23.0,2025,,170 2025 1,14.500023291083304,,chest,,,,
171,2025-07-23,7.0,23.0,2025,,171 Storm Crising 2025 1,14.498701240583152,,knee,,,,
174,2025-07-23,7.0,23.0,2025,,174 Storm Crising 2025 1,14.509482753691758,,gutter,,,,
178,2025-07-23,7.0,23.0,2025,,178 Storm Crising 2025 1,14.509981765057088,,gutter,,,,
196,2025-07-23,7.0,23.0,2025,,196 Storm Crising 2025 1,14.499602451616743,,gutter,,,,
197,2025-07-23,7.0,23.0,2025,,197 8 Storm Crising 2025 1,14.490563293070307,,waist,,,,
199,2025-07-23,7.0,23.0,2025,,199 Storm Crising 2025,14.493510950689142,,chest,,,,
205,2025-07-23,7.0,23.0,2025,,205 2025 1,14.494628964217007,,knee,,,,
221,2025-07-23,7.0,23.0,2025,,221 8 Storm Crising 2025 1,14.487741209833263,,knee,,,,
232,2025-07-23,7.0,23.0,2025,,232 Storm Crising 2025 1,14.491935775596136,,gutter,,,,
235,2025-07-23,7.0,23.0,2025,,235 Storm Crising 2025 1,14.489600319850393,,knee,,,,
236,2025-07-23,7.0,23.0,2025,,236 Storm Crising 2025,14.489668182820417,,knee,,,,
240,2025-07-23,7.0,23.0,2025,,240 1 Enchanced 23 July2025 1,14.489049506470783,,knee,,,,
241,2025-07-23,7.0,23.0,2025,,241 Storm Crising 23 July2025 1,14.508465192894894,,waist,,,,
242,2025-07-23,7.0,23.0,2025,,242 Storm Crising 23 July2025 1,14.47517951255734,,knee,,,,
243,2025-07-23,7.0,23.0,2025,,243 Storm Crising 23 July2025 1,14.468809635724792,,gutter,,,,
246,2025-07-23,7.0,23.0,2025,,246 1 Storm Crising 23 July2025 1,14.489049506470783,,knee,,,,
247,2025-07-23,7.0,23.0,2025,,247 Enchanced 23 July2025 1,14.508465192894894,,waist,,,,
248,2025-07-23,7.0,23.0,2025,,248 Storm Crising 23 July2025 1,14.47517951255734,,knee,,,,
249,2025-07-23,7.0,23.0,2025,,249 Storm Crising 23 July2025 1,14.468809635724792,,gutter,,,,
145,2025-07-24,7.0,24.0,2025,,145 Storm Crising 2025 1,14.487110282693996,,waist,,,,
146,2025-07-24,7.0,24.0,2025,,146 Storm Crising 2025 1,14.48832488255414,,knee,,,,
149,2025-07-24,7.0,24.0,2025,,149 ) Storm Crising 2025 1,14.4847012675427,,waist,,,,
150,2025-07-24,7.0,24.0,2025,,150 2025 1,14.48461243571823,,waist,,,,
152,2025-07-24,7.0,24.0,2025,,152 Northbound) 2025 1,14.478637136620824,,waist,,,,
153,2025-07-24,7.0,24.0,2025,,153 Northbound) 2025 1,14.479556620675234,,gutter,,,,
156,2025-07-24,7.0,24.0,2025,,156 Southbound) Storm Crising 2025 1,14.490887970144172,,gutter,,,,
158,2025-07-24,7.0,24.0,2025,,158 Northbond) 2025 1,14.481089846584272,,chest,,,,
160,2025-07-24,7.0,24.0,2025,,160 Storm Crising 2025 1,14.474980838930822,,gutter,,,,
162,2025-07-24,7.0,24.0,2025,,162 Northbound) Storm Crising 1,14.481882308612564,,gutter,,,,
164,2025-07-24,7.0,24.0,2025,,164 8 Storm Crising 1,14.499204411270044,,waist,,,,
166,2025-07-24,7.0,24.0,2025,,166 Storm Crising 1,14.508465192894894,,gutter,,,,
255,2025-07-24,7.0,24.0,2025,,255 ) 24 July2025 1,14.481072827464269,,knee,,,,
257,2025-07-24,7.0,24.0,2025,,257 (Nortbound) Storm Crising 24 July2025 1,14.479556620675234,,knee,,,,
261,2025-07-24,7.0,24.0,2025,,261 Ave. Storm Crising 24 July2025 1,14.475814931247912,,knee,,,,
263,2025-07-24,7.0,24.0,2025,,263 Estate Storm Crising 24 July2025,14.471039029414548,,waist,,,,
264,2025-07-24,7.0,24.0,2025,,264 Storm Crising 24 July2025,14.476108162201855,,gutter,,,,
267,2025-08-16,8.0,16.0,2025,,"267 2025 Dionisio Level 8 Monsoon ° of 1510H, 1",14.481873427205675,,gutter,Monsoon,,,
268,2025-08-16,8.0,16.0,2025,,268 8 ° 2025 1,14.4847012675427,,gutter,,,,
270,2025-08-16,8.0,16.0,2025,,270 ° 2025 1,14.478639088842868,,gutter,,,,
271,2025-08-16,8.0,16.0,2025,,271 8 ° 2025 1,14.478867685847364,,knee,,,,
273,2025-08-16,8.0,16.0,2025,,273 ° 2025 1,14.490862756486042,,gutter,,,,
274,2025-08-16,8.0,16.0,2025,,274 8 ° 2025,14.490885533555252,,knee,,,,
275,2025-08-16,8.0,16.0,2025,,275 ° 2025,14.465033730612896,,waist,,,,
276,2025-08-16,8.0,16.0,2025,,276 ° 2025,14.50424642965824,,knee,,,,
277,2025-08-16,8.0,16.0,2025,,277 ° 2025,14.50664806174368,,gutter,,,,
279,2025-08-16,8.0,16.0,2025,,279 ° 2025 1,14.468809635724792,,gutter,,,,
280,2025-08-16,8.0,16.0,2025,,280 ° 2025 1,14.510000947692111,,waist,,,,
281,2025-08-16,8.0,16.0,2025,,281 ° 2025 1,14.48112178,,gutter,,,,
283,2025-08-16,8.0,16.0,2025,,283 ° 2025 1,14.50957751280398,,waist,,,,
284,2025-08-16,8.0,16.0,2025,,284 1500H Merville ° 2025,14.485067366417672,,waist,,,,
285,2025-08-16,8.0,16.0,2025,,285 1500H Bosco ° 2025,14.485876171152537,,knee,,,,
286,2025-08-16,8.0,16.0,2025,,286 1500H Bosco ° 2025,14.48231413612893,,knee,,,,
288,2025-08-16,8.0,16.0,2025,,288 1550H Dionisio ° 2025 1,14.48112178,,waist,,,,
289,2025-08-16,8.0,16.0,2025,,289 1550H Antonio St. ° 2025 1,14.47100300759739,,gutter,,,,
290,2025-08-16,8.0,16.0,2025,,290 1550H Bosco ° 2025,14.460871561409782,,knee,,,,
295,2025-08-16,8.0,16.0,2025,,295 1615H Sto. Niño ° 2025 1,14.47517951255734,,waist,,,,
296,2025-08-22,8.0,22.0,2025,,296 0745H Vitalez Storm Isang 2025 1,14.468809635724792,,gutter,,,,
297,2025-08-22,8.0,22.0,2025,,297 0745H Vitalez Storm Isang 2025 1,14.48112178,,gutter,,,,
298,2025-08-22,8.0,22.0,2025,,298 0745H Vitalez Storm Isang 2025 1,14.50957751280398,,gutter,,,,
299,2025-08-22,8.0,22.0,2025,,299 0745H Vitalez Storm Isang 2025,14.509499909975986,,knee,,,,
301,2025-08-22,8.0,22.0,2025,,"301 0745H Dionisio Avenue Enchanced of 1110H, 1",14.474896061573808,,gutter,,,,
302,2025-08-22,8.0,22.0,2025,,302 0845H Dionisio ) Storm Isang 2025 1,14.48112178,,gutter,,,,
303,2025-08-22,8.0,22.0,2025,,303 0845H Dionisio ) 2025 1,14.481072827464269,,gutter,,,,
304,2025-08-22,8.0,22.0,2025,,304 0845H Dionisio ) 2025 1,14.479556620675234,,gutter,,,,
305,2025-08-22,8.0,22.0,2025,,305 0845H Storm Isang 2025,14.497286762590536,,gutter,,,,
306,2025-08-22,8.0,22.0,2025,,306 0845H Storm Isang 2025,14.535338976801013,,gutter,,,,
307,2025-08-22,8.0,22.0,2025,,307 0845H Storm Isang 2025,14.477660577070797,,knee,,,,
308,2025-08-22,8.0,22.0,2025,,"308 2025 k Level Monsoon of 1423H,",14.49241339768198,,knee,Monsoon,,,
310,2025-08-22,8.0,22.0,2025,,310 Storm Isang 2025 1,14.47517951255734,,waist,,,,
311,2025-08-22,8.0,22.0,2025,,311 Storm Isang 2025,14.49393854208995,,knee,,,,
312,2025-08-22,8.0,22.0,2025,,312 Storm Isang 2025,14.493059846559792,,waist,,,,
313,2025-08-22,8.0,22.0,2025,,313 Storm Isang 2025,14.49230549346832,,knee,,,,
314,2025-08-22,8.0,22.0,2025,,314 Storm Isang 2025,14.5014903711989,,waist,,,,
315,2025-08-22,8.0,22.0,2025,,"315 Enchanced of 1110H,",14.502422808643695,,knee,,,,
317,2025-08-22,8.0,22.0,2025,,317 Storm Isang 2025 1,14.496956942857365,,waist,,,,
319,2025-08-22,8.0,22.0,2025,,319 Storm Isang 2025 1,14.478867685847364,,knee,,,,
320,2025-08-22,8.0,22.0,2025,,320 Storm Isang 2025 1,14.478867685847364,,waist,,,,
321,2025-08-22,8.0,22.0,2025,,321 Storm Isang 2025,14.530932670270202,,knee,,,,
323,2025-08-22,8.0,22.0,2025,,323 Storm Isang 2025 1,14.532359024342464,,knee,,,,
324,2025-08-22,8.0,22.0,2025,,324 Storm Isang 2025,14.50884535392817,,knee,,,,
326,2025-08-22,8.0,22.0,2025,,326 Storm Isang 2025 1,14.516208531864738,,gutter,,,,
327,2025-08-22,8.0,22.0,2025,,327 Storm Isang 2025,14.501338300802423,,knee,,,,
328,2025-08-22,8.0,22.0,2025,,328 Storm Isang 2025,14.500735718592878,,knee,,,,
329,2025-08-22,8.0,22.0,2025,,329 2025,14.492370497276706,,gutter,,,,
342,2025-09-08,9.0,8.0,2025,,342 Sucat °C 06 1,14.48461243571823,,knee,,,,
353,2025-09-08,9.0,8.0,2025,,353 Nando 025 1,14.492863350749726,,gutter,,,,
354,2025-09-08,9.0,8.0,2025,,354 Batang by Super 22 1,14.490872626703876,,gutter,,,,
356,2025-09-08,9.0,8.0,2025,,356 ) 025 1,14.478585115329809,,gutter,,,,
357,2025-09-08,9.0,8.0,2025,,357 Opong 025 1,14.474896061573808,,waist,,,,
358,2025-09-08,9.0,8.0,2025,,358 Opong 025 1,14.481873427205675,,gutter,,,,
359,2025-09-08,9.0,8.0,2025,,359 Opong 025,14.47010227172084,,knee,,,,
363,2025-09-08,9.0,8.0,2025,,363 Opong 025,14.482945749781626,,gutter,,,,
364,2025-09-08,9.0,8.0,2025,,364 Opong 025,14.49255795940442,,gutter,,,,
366,2025-09-08,9.0,8.0,2025,,366 Opong 025 1,14.496956942857365,,knee,,,,
370,2025-09-08,9.0,8.0,2025,,370 Opong 025 1,14.492684755208328,,gutter,,,,
371,2025-09-08,9.0,8.0,2025,,371 (Nortbound) Opong 025 1,14.479556620675234,,gutter,,,,
373,2025-09-08,9.0,8.0,2025,,373 Opong 025 1,14.474896061573808,,gutter,,,,
361,2025-09-19,9.0,19.0,2025,,"361 26, 2025 Level Monsoon of 1333H, 1",14.468809635724792,,gutter,Monsoon,,,
368,2025-09-19,9.0,19.0,2025,,368 enchanced 26,14.492863350749726,,gutter,,,,
377,2025-09-19,9.0,19.0,2025,,377 Opong 025 1,14.496956942857365,,knee,,,,
331,2025-09-29,9.0,29.0,2025,,331 ) °C 025 1,14.461084936317045,,knee,,,,
333,2025-09-29,9.0,29.0,2025,,333 ) °C 025 1,14.478585115329809,,knee,,,,
334,2025-09-29,9.0,29.0,2025,,334 °C 025 1,14.474896061573808,,waist,,,,
335,2025-09-29,9.0,29.0,2025,,335 °C 025 1,14.468809635724792,,knee,,,,
336,2025-09-29,9.0,29.0,2025,,336 °C 025 1,14.48112178,,knee,,,,
337,2025-09-29,9.0,29.0,2025,,337 (Nortbound) °C 025 1,14.479556620675234,,knee,,,,
338,2025-09-29,9.0,29.0,2025,,338 ) °C 025 1,14.479556620675234,,knee,,,,
339,2025-09-29,9.0,29.0,2025,,339 ) °C 025 1,14.478580473257097,,knee,,,,
340,2025-09-29,9.0,29.0,2025,,340 Ave. °C 025 1,14.475814931247912,,waist,,,,
343,2025-09-29,9.0,29.0,2025,,343 ) °C 025 1,14.4847012675427,,knee,,,,
344,2025-09-29,9.0,29.0,2025,,344 °C 025 1,14.47517951255734,,gutter,,,,
345,2025-09-29,9.0,29.0,2025,,345 °C 025,14.479410046415996,,gutter,,,,
